Extract Name	Comment [TCGA Barcode]	Protocol REF	Labeled Extract Name	Label	Term Source REF	Protocol REF	Hybridization Name	Array Design REF	Term Source REF	Protocol REF	Protocol REF	Scan Name	Array Data File	Comment [TCGA Archive Name]	Comment [TCGA Data Type]	Comment [TCGA Data Level]	Comment [TCGA Include for Analysis]	Protocol REF	Normalization Name	Derived Array Data Matrix File	Comment [TCGA Archive Name]	Comment [TCGA Data Type]	Comment [TCGA Data Level]	Comment [TCGA Include for Analysis]	Protocol REF	Normalization Name	Derived Array Data Matrix File	Comment [TCGA Archive Name]	Comment [TCGA Data Type]	Comment [TCGA Data Level]	Comment [TCGA Include for Analysis]	Comment [Genome reference]
a4588a1e-7894-4e4c-a634-4703959048d3	TCGA-BH-A1ES-06A-12D-A244-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-BH-A1ES-06A-12D-A244-05	Cy5	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-BH-A1ES-06A-12D-A244-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-BH-A1ES-06A-12D-A244-05	8795194127_R04C02_Red.idat	jhu-usc.edu_BRCA.HumanMethylation450.Level_1.9.11.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-BH-A1ES-06A-12D-A244-05	jhu-usc.edu_BRCA.HumanMethylation450.9.lvl-2.TCGA-BH-A1ES-06A-12D-A244-05.txt	jhu-usc.edu_BRCA.HumanMethylation450.Level_2.9.11.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-BH-A1ES-06A-12D-A244-05	jhu-usc.edu_BRCA.HumanMethylation450.9.lvl-3.TCGA-BH-A1ES-06A-12D-A244-05.txt	jhu-usc.edu_BRCA.HumanMethylation450.Level_3.9.11.0	DNA Methylation	Level 3	yes	HG19
074fafd7-3926-4222-9140-c8ab0b673444	TCGA-BH-A1EO-01A-11D-A138-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-BH-A1EO-01A-11D-A138-05	Cy3	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-BH-A1EO-01A-11D-A138-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-BH-A1EO-01A-11D-A138-05	6042324048_R06C01_Grn.idat	jhu-usc.edu_BRCA.HumanMethylation450.Level_1.9.11.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-BH-A1EO-01A-11D-A138-05	jhu-usc.edu_BRCA.HumanMethylation450.9.lvl-2.TCGA-BH-A1EO-01A-11D-A138-05.txt	jhu-usc.edu_BRCA.HumanMethylation450.Level_2.9.11.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-BH-A1EO-01A-11D-A138-05	jhu-usc.edu_BRCA.HumanMethylation450.9.lvl-3.TCGA-BH-A1EO-01A-11D-A138-05.txt	jhu-usc.edu_BRCA.HumanMethylation450.Level_3.9.11.0	DNA Methylation	Level 3	yes	HG19
074fafd7-3926-4222-9140-c8ab0b673444	TCGA-BH-A1EO-01A-11D-A138-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-BH-A1EO-01A-11D-A138-05	Cy5	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-BH-A1EO-01A-11D-A138-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-BH-A1EO-01A-11D-A138-05	6042324048_R06C01_Red.idat	jhu-usc.edu_BRCA.HumanMethylation450.Level_1.9.11.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-BH-A1EO-01A-11D-A138-05	jhu-usc.edu_BRCA.HumanMethylation450.9.lvl-2.TCGA-BH-A1EO-01A-11D-A138-05.txt	jhu-usc.edu_BRCA.HumanMethylation450.Level_2.9.11.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-BH-A1EO-01A-11D-A138-05	jhu-usc.edu_BRCA.HumanMethylation450.9.lvl-3.TCGA-BH-A1EO-01A-11D-A138-05.txt	jhu-usc.edu_BRCA.HumanMethylation450.Level_3.9.11.0	DNA Methylation	Level 3	yes	HG19
4ebac4a8-35d0-40cd-aae9-d76ab97db3b7	TCGA-BH-A1EO-11A-31D-A138-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-BH-A1EO-11A-31D-A138-05	Cy3	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-BH-A1EO-11A-31D-A138-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-BH-A1EO-11A-31D-A138-05	6042324048_R05C01_Grn.idat	jhu-usc.edu_BRCA.HumanMethylation450.Level_1.9.11.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-BH-A1EO-11A-31D-A138-05	jhu-usc.edu_BRCA.HumanMethylation450.9.lvl-2.TCGA-BH-A1EO-11A-31D-A138-05.txt	jhu-usc.edu_BRCA.HumanMethylation450.Level_2.9.11.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-BH-A1EO-11A-31D-A138-05	jhu-usc.edu_BRCA.HumanMethylation450.9.lvl-3.TCGA-BH-A1EO-11A-31D-A138-05.txt	jhu-usc.edu_BRCA.HumanMethylation450.Level_3.9.11.0	DNA Methylation	Level 3	yes	HG19
4ebac4a8-35d0-40cd-aae9-d76ab97db3b7	TCGA-BH-A1EO-11A-31D-A138-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-BH-A1EO-11A-31D-A138-05	Cy5	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-BH-A1EO-11A-31D-A138-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-BH-A1EO-11A-31D-A138-05	6042324048_R05C01_Red.idat	jhu-usc.edu_BRCA.HumanMethylation450.Level_1.9.11.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-BH-A1EO-11A-31D-A138-05	jhu-usc.edu_BRCA.HumanMethylation450.9.lvl-2.TCGA-BH-A1EO-11A-31D-A138-05.txt	jhu-usc.edu_BRCA.HumanMethylation450.Level_2.9.11.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-BH-A1EO-11A-31D-A138-05	jhu-usc.edu_BRCA.HumanMethylation450.9.lvl-3.TCGA-BH-A1EO-11A-31D-A138-05.txt	jhu-usc.edu_BRCA.HumanMethylation450.Level_3.9.11.0	DNA Methylation	Level 3	yes	HG19
bcd79f79-c942-47b2-b560-f4410fad563f	TCGA-BH-A1EV-11A-24D-A138-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-BH-A1EV-11A-24D-A138-05	Cy3	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-BH-A1EV-11A-24D-A138-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-BH-A1EV-11A-24D-A138-05	6042324048_R01C02_Grn.idat	jhu-usc.edu_BRCA.HumanMethylation450.Level_1.9.11.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-BH-A1EV-11A-24D-A138-05	jhu-usc.edu_BRCA.HumanMethylation450.9.lvl-2.TCGA-BH-A1EV-11A-24D-A138-05.txt	jhu-usc.edu_BRCA.HumanMethylation450.Level_2.9.11.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-BH-A1EV-11A-24D-A138-05	jhu-usc.edu_BRCA.HumanMethylation450.9.lvl-3.TCGA-BH-A1EV-11A-24D-A138-05.txt	jhu-usc.edu_BRCA.HumanMethylation450.Level_3.9.11.0	DNA Methylation	Level 3	yes	HG19
bcd79f79-c942-47b2-b560-f4410fad563f	TCGA-BH-A1EV-11A-24D-A138-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-BH-A1EV-11A-24D-A138-05	Cy5	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-BH-A1EV-11A-24D-A138-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-BH-A1EV-11A-24D-A138-05	6042324048_R01C02_Red.idat	jhu-usc.edu_BRCA.HumanMethylation450.Level_1.9.11.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-BH-A1EV-11A-24D-A138-05	jhu-usc.edu_BRCA.HumanMethylation450.9.lvl-2.TCGA-BH-A1EV-11A-24D-A138-05.txt	jhu-usc.edu_BRCA.HumanMethylation450.Level_2.9.11.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-BH-A1EV-11A-24D-A138-05	jhu-usc.edu_BRCA.HumanMethylation450.9.lvl-3.TCGA-BH-A1EV-11A-24D-A138-05.txt	jhu-usc.edu_BRCA.HumanMethylation450.Level_3.9.11.0	DNA Methylation	Level 3	yes	HG19
e752193f-528a-4478-a674-330df0479db2	TCGA-BH-A1F0-11B-23D-A138-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-BH-A1F0-11B-23D-A138-05	Cy3	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-BH-A1F0-11B-23D-A138-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-BH-A1F0-11B-23D-A138-05	6042324048_R03C02_Grn.idat	jhu-usc.edu_BRCA.HumanMethylation450.Level_1.9.11.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-BH-A1F0-11B-23D-A138-05	jhu-usc.edu_BRCA.HumanMethylation450.9.lvl-2.TCGA-BH-A1F0-11B-23D-A138-05.txt	jhu-usc.edu_BRCA.HumanMethylation450.Level_2.9.11.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-BH-A1F0-11B-23D-A138-05	jhu-usc.edu_BRCA.HumanMethylation450.9.lvl-3.TCGA-BH-A1F0-11B-23D-A138-05.txt	jhu-usc.edu_BRCA.HumanMethylation450.Level_3.9.11.0	DNA Methylation	Level 3	yes	HG19
e752193f-528a-4478-a674-330df0479db2	TCGA-BH-A1F0-11B-23D-A138-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-BH-A1F0-11B-23D-A138-05	Cy5	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-BH-A1F0-11B-23D-A138-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-BH-A1F0-11B-23D-A138-05	6042324048_R03C02_Red.idat	jhu-usc.edu_BRCA.HumanMethylation450.Level_1.9.11.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-BH-A1F0-11B-23D-A138-05	jhu-usc.edu_BRCA.HumanMethylation450.9.lvl-2.TCGA-BH-A1F0-11B-23D-A138-05.txt	jhu-usc.edu_BRCA.HumanMethylation450.Level_2.9.11.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-BH-A1F0-11B-23D-A138-05	jhu-usc.edu_BRCA.HumanMethylation450.9.lvl-3.TCGA-BH-A1F0-11B-23D-A138-05.txt	jhu-usc.edu_BRCA.HumanMethylation450.Level_3.9.11.0	DNA Methylation	Level 3	yes	HG19
2533e462-e4fe-46d1-b34e-6b3f7ea423db	TCGA-BH-A1EW-11B-33D-A138-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-BH-A1EW-11B-33D-A138-05	Cy3	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-BH-A1EW-11B-33D-A138-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-BH-A1EW-11B-33D-A138-05	6042324048_R06C02_Grn.idat	jhu-usc.edu_BRCA.HumanMethylation450.Level_1.9.11.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-BH-A1EW-11B-33D-A138-05	jhu-usc.edu_BRCA.HumanMethylation450.9.lvl-2.TCGA-BH-A1EW-11B-33D-A138-05.txt	jhu-usc.edu_BRCA.HumanMethylation450.Level_2.9.11.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-BH-A1EW-11B-33D-A138-05	jhu-usc.edu_BRCA.HumanMethylation450.9.lvl-3.TCGA-BH-A1EW-11B-33D-A138-05.txt	jhu-usc.edu_BRCA.HumanMethylation450.Level_3.9.11.0	DNA Methylation	Level 3	yes	HG19
2533e462-e4fe-46d1-b34e-6b3f7ea423db	TCGA-BH-A1EW-11B-33D-A138-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-BH-A1EW-11B-33D-A138-05	Cy5	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-BH-A1EW-11B-33D-A138-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-BH-A1EW-11B-33D-A138-05	6042324048_R06C02_Red.idat	jhu-usc.edu_BRCA.HumanMethylation450.Level_1.9.11.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-BH-A1EW-11B-33D-A138-05	jhu-usc.edu_BRCA.HumanMethylation450.9.lvl-2.TCGA-BH-A1EW-11B-33D-A138-05.txt	jhu-usc.edu_BRCA.HumanMethylation450.Level_2.9.11.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-BH-A1EW-11B-33D-A138-05	jhu-usc.edu_BRCA.HumanMethylation450.9.lvl-3.TCGA-BH-A1EW-11B-33D-A138-05.txt	jhu-usc.edu_BRCA.HumanMethylation450.Level_3.9.11.0	DNA Methylation	Level 3	yes	HG19
0b3ed36a-a816-44fe-a264-78bad6560d0c	TCGA-BH-A1ET-11B-23D-A138-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-BH-A1ET-11B-23D-A138-05	Cy3	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-BH-A1ET-11B-23D-A138-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-BH-A1ET-11B-23D-A138-05	6042324071_R05C01_Grn.idat	jhu-usc.edu_BRCA.HumanMethylation450.Level_1.9.11.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-BH-A1ET-11B-23D-A138-05	jhu-usc.edu_BRCA.HumanMethylation450.9.lvl-2.TCGA-BH-A1ET-11B-23D-A138-05.txt	jhu-usc.edu_BRCA.HumanMethylation450.Level_2.9.11.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-BH-A1ET-11B-23D-A138-05	jhu-usc.edu_BRCA.HumanMethylation450.9.lvl-3.TCGA-BH-A1ET-11B-23D-A138-05.txt	jhu-usc.edu_BRCA.HumanMethylation450.Level_3.9.11.0	DNA Methylation	Level 3	yes	HG19
0b3ed36a-a816-44fe-a264-78bad6560d0c	TCGA-BH-A1ET-11B-23D-A138-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-BH-A1ET-11B-23D-A138-05	Cy5	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-BH-A1ET-11B-23D-A138-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-BH-A1ET-11B-23D-A138-05	6042324071_R05C01_Red.idat	jhu-usc.edu_BRCA.HumanMethylation450.Level_1.9.11.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-BH-A1ET-11B-23D-A138-05	jhu-usc.edu_BRCA.HumanMethylation450.9.lvl-2.TCGA-BH-A1ET-11B-23D-A138-05.txt	jhu-usc.edu_BRCA.HumanMethylation450.Level_2.9.11.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-BH-A1ET-11B-23D-A138-05	jhu-usc.edu_BRCA.HumanMethylation450.9.lvl-3.TCGA-BH-A1ET-11B-23D-A138-05.txt	jhu-usc.edu_BRCA.HumanMethylation450.Level_3.9.11.0	DNA Methylation	Level 3	yes	HG19
3051e54f-164b-4b01-9a33-004022480d88	TCGA-BH-A1ES-11A-33D-A138-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-BH-A1ES-11A-33D-A138-05	Cy3	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-BH-A1ES-11A-33D-A138-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-BH-A1ES-11A-33D-A138-05	6042324071_R03C02_Grn.idat	jhu-usc.edu_BRCA.HumanMethylation450.Level_1.9.11.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-BH-A1ES-11A-33D-A138-05	jhu-usc.edu_BRCA.HumanMethylation450.9.lvl-2.TCGA-BH-A1ES-11A-33D-A138-05.txt	jhu-usc.edu_BRCA.HumanMethylation450.Level_2.9.11.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-BH-A1ES-11A-33D-A138-05	jhu-usc.edu_BRCA.HumanMethylation450.9.lvl-3.TCGA-BH-A1ES-11A-33D-A138-05.txt	jhu-usc.edu_BRCA.HumanMethylation450.Level_3.9.11.0	DNA Methylation	Level 3	yes	HG19
3051e54f-164b-4b01-9a33-004022480d88	TCGA-BH-A1ES-11A-33D-A138-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-BH-A1ES-11A-33D-A138-05	Cy5	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-BH-A1ES-11A-33D-A138-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-BH-A1ES-11A-33D-A138-05	6042324071_R03C02_Red.idat	jhu-usc.edu_BRCA.HumanMethylation450.Level_1.9.11.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-BH-A1ES-11A-33D-A138-05	jhu-usc.edu_BRCA.HumanMethylation450.9.lvl-2.TCGA-BH-A1ES-11A-33D-A138-05.txt	jhu-usc.edu_BRCA.HumanMethylation450.Level_2.9.11.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-BH-A1ES-11A-33D-A138-05	jhu-usc.edu_BRCA.HumanMethylation450.9.lvl-3.TCGA-BH-A1ES-11A-33D-A138-05.txt	jhu-usc.edu_BRCA.HumanMethylation450.Level_3.9.11.0	DNA Methylation	Level 3	yes	HG19
83355831-ea7f-4681-baef-d4c1df519443	TCGA-E2-A15I-11A-32D-A138-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-E2-A15I-11A-32D-A138-05	Cy3	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-E2-A15I-11A-32D-A138-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-E2-A15I-11A-32D-A138-05	6042324071_R04C02_Grn.idat	jhu-usc.edu_BRCA.HumanMethylation450.Level_1.9.11.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-E2-A15I-11A-32D-A138-05	jhu-usc.edu_BRCA.HumanMethylation450.9.lvl-2.TCGA-E2-A15I-11A-32D-A138-05.txt	jhu-usc.edu_BRCA.HumanMethylation450.Level_2.9.11.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-E2-A15I-11A-32D-A138-05	jhu-usc.edu_BRCA.HumanMethylation450.9.lvl-3.TCGA-E2-A15I-11A-32D-A138-05.txt	jhu-usc.edu_BRCA.HumanMethylation450.Level_3.9.11.0	DNA Methylation	Level 3	yes	HG19
83355831-ea7f-4681-baef-d4c1df519443	TCGA-E2-A15I-11A-32D-A138-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-E2-A15I-11A-32D-A138-05	Cy5	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-E2-A15I-11A-32D-A138-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-E2-A15I-11A-32D-A138-05	6042324071_R04C02_Red.idat	jhu-usc.edu_BRCA.HumanMethylation450.Level_1.9.11.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-E2-A15I-11A-32D-A138-05	jhu-usc.edu_BRCA.HumanMethylation450.9.lvl-2.TCGA-E2-A15I-11A-32D-A138-05.txt	jhu-usc.edu_BRCA.HumanMethylation450.Level_2.9.11.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-E2-A15I-11A-32D-A138-05	jhu-usc.edu_BRCA.HumanMethylation450.9.lvl-3.TCGA-E2-A15I-11A-32D-A138-05.txt	jhu-usc.edu_BRCA.HumanMethylation450.Level_3.9.11.0	DNA Methylation	Level 3	yes	HG19
6c77e6d7-aa30-40b0-9378-19d2a3ec1def	TCGA-BH-A1EU-11A-23D-A138-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-BH-A1EU-11A-23D-A138-05	Cy3	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-BH-A1EU-11A-23D-A138-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-BH-A1EU-11A-23D-A138-05	6042324071_R05C02_Grn.idat	jhu-usc.edu_BRCA.HumanMethylation450.Level_1.9.11.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-BH-A1EU-11A-23D-A138-05	jhu-usc.edu_BRCA.HumanMethylation450.9.lvl-2.TCGA-BH-A1EU-11A-23D-A138-05.txt	jhu-usc.edu_BRCA.HumanMethylation450.Level_2.9.11.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-BH-A1EU-11A-23D-A138-05	jhu-usc.edu_BRCA.HumanMethylation450.9.lvl-3.TCGA-BH-A1EU-11A-23D-A138-05.txt	jhu-usc.edu_BRCA.HumanMethylation450.Level_3.9.11.0	DNA Methylation	Level 3	yes	HG19
6c77e6d7-aa30-40b0-9378-19d2a3ec1def	TCGA-BH-A1EU-11A-23D-A138-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-BH-A1EU-11A-23D-A138-05	Cy5	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-BH-A1EU-11A-23D-A138-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-BH-A1EU-11A-23D-A138-05	6042324071_R05C02_Red.idat	jhu-usc.edu_BRCA.HumanMethylation450.Level_1.9.11.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-BH-A1EU-11A-23D-A138-05	jhu-usc.edu_BRCA.HumanMethylation450.9.lvl-2.TCGA-BH-A1EU-11A-23D-A138-05.txt	jhu-usc.edu_BRCA.HumanMethylation450.Level_2.9.11.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-BH-A1EU-11A-23D-A138-05	jhu-usc.edu_BRCA.HumanMethylation450.9.lvl-3.TCGA-BH-A1EU-11A-23D-A138-05.txt	jhu-usc.edu_BRCA.HumanMethylation450.Level_3.9.11.0	DNA Methylation	Level 3	yes	HG19
8edf4df2-5f1a-4c0c-a645-483e7b0f1111	TCGA-AV-A03D-20A-01D-A138-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-AV-A03D-20A-01D-A138-05	Cy3	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-AV-A03D-20A-01D-A138-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-AV-A03D-20A-01D-A138-05	6042324048_R04C02_Grn.idat	jhu-usc.edu_BRCA.HumanMethylation450.Level_1.9.11.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-AV-A03D-20A-01D-A138-05	jhu-usc.edu_BRCA.HumanMethylation450.9.lvl-2.TCGA-AV-A03D-20A-01D-A138-05.txt	jhu-usc.edu_BRCA.HumanMethylation450.Level_2.9.11.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-AV-A03D-20A-01D-A138-05	jhu-usc.edu_BRCA.HumanMethylation450.9.lvl-3.TCGA-AV-A03D-20A-01D-A138-05.txt	jhu-usc.edu_BRCA.HumanMethylation450.Level_3.9.11.0	DNA Methylation	Level 3	yes	HG19
